Report Start,Report End,Day of the Week,Age,Gender,Impressions,Clicks,Click Through Rate,Amount Spent,Total Conversions,Total Conversion Rate,Cost / Total Conversion,Approved Conversions,Approved Conversion Rate,Cost / Approved Conversion,Disapproved Conversions,Disapproved Conversion Rate,Cost / Disapproved Conversion
21/08/2017,21/08/2017,Monday,35-39,Male,211882,33,0.02%,$46.65,3,9.0%,$15.55,1,3%,$46.65,2,67%,$7.78
21/08/2017,21/08/2017,Monday,30-34,Male,399392,53,0.01%,$93.07,5,9.0%,$18.61,0,0%,$0.00,5,100%,$3.72
21/08/2017,21/08/2017,Monday,45-49,Male,45401,10,0.02%,$14.06,1,10.0%,$14.06,0,0%,$0.00,1,100%,$14.06
21/08/2017,21/08/2017,Monday,45-49,Female,20997,10,0.05%,$11.95,1,10.0%,$11.95,0,0%,$0.00,1,100%,$11.95
21/08/2017,21/08/2017,Monday,35-39,Male,233845,30,0.01%,$40.73,3,10.0%,$13.58,0,0%,$0.00,3,100%,$4.53
21/08/2017,21/08/2017,Monday,40-44,Male,91180,10,0.01%,$13.56,1,10.0%,$13.56,0,0%,$0.00,1,100%,$13.56
21/08/2017,21/08/2017,Monday,40-44,Male,56630,9,0.02%,$15.81,1,11.0%,$15.81,1,11%,$15.81,0,0%,$0
21/08/2017,21/08/2017,Monday,35-39,Male,112776,9,0.01%,$12.68,1,11.0%,$12.68,0,0%,$0.00,1,100%,$12.68
21/08/2017,21/08/2017,Monday,45-49,Female,63927,16,0.03%,$25.52,2,13.0%,$12.76,0,0%,$0.00,2,100%,$6.38
21/08/2017,21/08/2017,Monday,40-44,Male,59004,8,0.01%,$13.51,1,13.0%,$13.51,0,0%,$0.00,1,100%,$13.51
21/08/2017,21/08/2017,Monday,40-44,Male,51858,8,0.02%,$12.63,1,13.0%,$12.63,1,13%,$12.63,0,0%,$0
21/08/2017,21/08/2017,Monday,30-34,Female,259984,37,0.01%,$54.79,5,14.0%,$10.96,0,0%,$0.00,5,100%,$2.19
21/08/2017,21/08/2017,Monday,45-49,Female,24542,7,0.03%,$9.33,1,14.0%,$9.33,0,0%,$0.00,1,100%,$9.33
21/08/2017,21/08/2017,Monday,30-34,Male,328991,35,0.01%,$67.65,5,14.0%,$13.53,2,6%,$33.83,3,60%,$4.51
21/08/2017,21/08/2017,Monday,35-39,Male,145324,14,0.01%,$19.82,2,14.0%,$9.91,1,7%,$19.82,1,50%,$9.91
21/08/2017,21/08/2017,Monday,35-39,Male,106492,14,0.01%,$21.26,2,14.0%,$10.63,0,0%,$0.00,2,100%,$5.32
21/08/2017,21/08/2017,Monday,30-34,Male,221695,31,0.01%,$52.26,5,16.0%,$10.45,2,6%,$26.13,3,60%,$3.48
21/08/2017,21/08/2017,Monday,40-44,Male,146246,18,0.01%,$28.72,3,17.0%,$9.57,1,6%,$28.72,2,67%,$4.79
21/08/2017,21/08/2017,Monday,35-39,Male,155426,17,0.01%,$25.01,3,18.0%,$8.34,0,0%,$0.00,3,100%,$2.78
21/08/2017,21/08/2017,Monday,40-44,Male,75803,11,0.01%,$19.36,2,18.0%,$9.68,2,18%,$9.68,0,0%,$0
21/08/2017,21/08/2017,Monday,30-34,Female,37873,5,0.01%,$6.17,1,20.0%,$6.17,1,20%,$6.17,0,0%,$0
21/08/2017,21/08/2017,Monday,30-34,Male,68905,5,0.01%,$9.44,1,20.0%,$9.44,0,0%,$0.00,1,100%,$9.44
21/08/2017,21/08/2017,Monday,35-39,Male,61441,5,0.01%,$7.70,1,20.0%,$7.70,0,0%,$0.00,1,100%,$7.70
21/08/2017,21/08/2017,Monday,45-49,Female,24028,9,0.04%,$12.39,2,22.0%,$6.20,0,0%,$0.00,2,100%,$3.10
21/08/2017,21/08/2017,Monday,45-49,Female,12956,4,0.03%,$5.49,1,25.0%,$5.49,1,25%,$5.49,0,0%,$0
21/08/2017,21/08/2017,Monday,35-39,Male,25817,4,0.02%,$6.02,1,25.0%,$6.02,0,0%,$0.00,1,100%,$6.02
21/08/2017,21/08/2017,Monday,35-39,Male,92080,12,0.01%,$16.94,3,25.0%,$5.65,2,17%,$8.47,1,33%,$5.65
21/08/2017,21/08/2017,Monday,35-39,Male,97540,8,0.01%,$11.52,2,25.0%,$5.76,1,13%,$11.52,1,50%,$5.76
21/08/2017,21/08/2017,Monday,40-44,Female,9965,3,0.03%,$4.05,1,33.0%,$4.05,0,0%,$0.00,1,100%,$4.05
21/08/2017,21/08/2017,Monday,40-44,Male,14843,3,0.02%,$2.94,1,33.0%,$2.94,1,33%,$2.94,0,0%,$0
21/08/2017,21/08/2017,Monday,45-49,Male,9674,3,0.03%,$4.60,1,33.0%,$4.60,1,33%,$4.60,0,0%,$0
21/08/2017,21/08/2017,Monday,45-49,Female,12706,3,0.02%,$4.99,1,33.0%,$4.99,1,33%,$4.99,0,0%,$0
21/08/2017,21/08/2017,Monday,45-49,Female,15105,3,0.02%,$4.26,1,33.0%,$4.26,0,0%,$0.00,1,100%,$4.26
21/08/2017,21/08/2017,Monday,30-34,Male,114923,12,0.01%,$23.73,4,33.0%,$5.93,2,17%,$11.87,2,50%,$2.97
21/08/2017,21/08/2017,Monday,30-34,Female,26340,3,0.01%,$4.22,1,33.0%,$4.22,1,33%,$4.22,0,0%,$0
21/08/2017,21/08/2017,Monday,35-39,Male,11199,2,0.02%,$2.68,1,50.0%,$2.68,0,0%,$0.00,1,100%,$2.68
21/08/2017,21/08/2017,Monday,35-39,Male,13355,2,0.01%,$3.18,1,50.0%,$3.18,1,50%,$3.18,0,0%,$0
21/08/2017,21/08/2017,Monday,40-44,Male,4016,2,0.05%,$1.48,1,50.0%,$1.48,1,50%,$1.48,0,0%,$0
21/08/2017,21/08/2017,Monday,45-49,Female,10194,4,0.04%,$4.59,2,50.0%,$2.30,1,25%,$4.59,1,50%,$2.30
21/08/2017,21/08/2017,Monday,45-49,Female,7589,2,0.03%,$3.15,1,50.0%,$3.15,1,50%,$3.15,0,0%,$0
21/08/2017,21/08/2017,Monday,30-34,Male,23198,2,0.01%,$2.98,1,50.0%,$2.98,0,0%,$0.00,1,100%,$2.98
21/08/2017,21/08/2017,Monday,30-34,Male,26890,2,0.01%,$3.24,1,50.0%,$3.24,0,0%,$0.00,1,100%,$3.24
21/08/2017,21/08/2017,Monday,30-34,Male,3891,1,0.03%,$1.09,1,100.0%,$1.09,0,0%,$0.00,1,100%,$1.09
21/08/2017,21/08/2017,Monday,40-44,Male,2148,1,0.05%,$1.58,1,100.0%,$1.58,1,100%,$1.58,0,0%,$0
21/08/2017,21/08/2017,Monday,45-49,Female,944,1,0.11%,$1.42,1,100.0%,$1.42,0,0%,$0.00,1,100%,$1.42
21/08/2017,21/08/2017,Monday,35-39,Male,4607,1,0.02%,$1.15,1,100.0%,$1.15,1,100%,$1.15,0,0%,$0
21/08/2017,21/08/2017,Monday,35-39,Male,2793,1,0.04%,$0.98,1,100.0%,$0.98,1,100%,$0.98,0,0%,$0
21/08/2017,21/08/2017,Monday,45-49,Female,3659,1,0.03%,$0.49,1,100.0%,$0.49,1,100%,$0.49,0,0%,$0
21/08/2017,21/08/2017,Monday,30-34,Male,16425,1,0.01%,$1.55,1,100.0%,$1.55,0,0%,$0.00,1,100%,$1.55
21/08/2017,21/08/2017,Monday,30-34,Female,8774,1,0.01%,$1.83,1,100.0%,$1.83,0,0%,$0.00,1,100%,$1.83
21/08/2017,21/08/2017,Monday,30-34,Female,14459,1,0.01%,$1.39,1,100.0%,$1.39,0,0%,$0.00,1,100%,$1.39
21/08/2017,21/08/2017,Monday,30-34,Female,4971,1,0.02%,$1.23,1,100.0%,$1.23,1,100%,$1.23,0,0%,$0
21/08/2017,21/08/2017,Monday,40-44,Female,5839,1,0.02%,$1.37,1,100.0%,$1.37,0,0%,$0.00,1,100%,$1.37
21/08/2017,21/08/2017,Monday,40-44,Female,5859,1,0.02%,$1.54,1,100.0%,$1.54,0,0%,$0.00,1,100%,$1.54
21/08/2017,21/08/2017,Monday,30-34,Female,5704,1,0.02%,$1.32,1,100.0%,$1.32,0,0%,$0.00,1,100%,$1.32
21/08/2017,21/08/2017,Monday,30-34,Female,2983,1,0.03%,$0.97,1,100.0%,$0.97,0,0%,$0.00,1,100%,$0.97
21/08/2017,21/08/2017,Monday,45-49,Female,4617,1,0.02%,$1.36,1,100.0%,$1.36,0,0%,$0.00,1,100%,$1.36
21/08/2017,21/08/2017,Monday,30-34,Male,25002,1,0.00%,$1.71,1,100.0%,$1.71,0,0%,$0.00,1,100%,$1.71
21/08/2017,21/08/2017,Monday,30-34,Male,1888,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
21/08/2017,21/08/2017,Monday,30-34,Male,1895,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
21/08/2017,21/08/2017,Monday,35-39,Male,715,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
21/08/2017,21/08/2017,Monday,40-44,Male,1415,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
21/08/2017,21/08/2017,Monday,45-49,Female,529,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
21/08/2017,21/08/2017,Monday,30-34,Male,472,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
21/08/2017,21/08/2017,Monday,30-34,Male,792,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
21/08/2017,21/08/2017,Monday,35-39,Male,1032,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
21/08/2017,21/08/2017,Monday,35-39,Male,1662,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
21/08/2017,21/08/2017,Monday,45-49,Female,1168,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
21/08/2017,21/08/2017,Monday,30-34,Male,9982,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
21/08/2017,21/08/2017,Monday,30-34,Male,7015,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
21/08/2017,21/08/2017,Monday,35-39,Male,2549,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
21/08/2017,21/08/2017,Monday,30-34,Female,1961,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
21/08/2017,21/08/2017,Monday,30-34,Female,2554,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
21/08/2017,21/08/2017,Monday,30-34,Female,2879,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
21/08/2017,21/08/2017,Monday,30-34,Female,7301,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
21/08/2017,21/08/2017,Monday,30-34,Female,1118,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
21/08/2017,21/08/2017,Monday,30-34,Female,1083,0,0.00%,$0.00,2,0.0%,$0.00,1,0%,$0.00,1,50%,$0.00
21/08/2017,21/08/2017,Monday,30-34,Female,843,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
21/08/2017,21/08/2017,Monday,45-49,Female,259,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
21/08/2017,21/08/2017,Monday,30-34,Female,1134,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
21/08/2017,21/08/2017,Monday,35-39,Female,1107,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
21/08/2017,21/08/2017,Monday,40-44,Male,7073,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
22/08/2017,22/08/2017,Tuesday,30-34,Female,11471,1,0.01%,$1.57,0,0.0%,#DIV/0!,0,0%,$0.00,0,0%,$0
22/08/2017,22/08/2017,Tuesday,30-34,Female,185665,39,0.02%,$62.14,1,3.0%,$62.14,0,0%,$0.00,1,100%,$62.14
22/08/2017,22/08/2017,Tuesday,30-34,Male,283858,30,0.01%,$56.06,1,3.0%,$56.06,0,0%,$0.00,1,100%,$56.06
22/08/2017,22/08/2017,Tuesday,30-34,Female,594968,111,0.02%,$147.67,4,4.0%,$36.92,0,0%,$0.00,4,100%,$9.23
22/08/2017,22/08/2017,Tuesday,30-34,Male,145398,23,0.02%,$36.24,1,4.0%,$36.24,0,0%,$0.00,1,100%,$36.24
22/08/2017,22/08/2017,Tuesday,45-49,Male,150858,21,0.01%,$30.26,1,5.0%,$30.26,0,0%,$0.00,1,100%,$30.26
22/08/2017,22/08/2017,Tuesday,45-49,Male,107021,20,0.02%,$34.44,1,5.0%,$34.44,0,0%,$0.00,1,100%,$34.44
22/08/2017,22/08/2017,Tuesday,30-34,Male,283170,39,0.01%,$65.23,2,5.0%,$32.62,1,3%,$65.23,1,50%,$32.62
22/08/2017,22/08/2017,Tuesday,45-49,Female,162341,56,0.03%,$77.08,3,5.0%,$25.69,0,0%,$0.00,3,100%,$8.56
22/08/2017,22/08/2017,Tuesday,30-34,Male,296413,50,0.02%,$76.44,3,6.0%,$25.48,1,2%,$76.44,2,67%,$12.74
22/08/2017,22/08/2017,Tuesday,45-49,Female,45397,15,0.03%,$25.42,1,7.0%,$25.42,1,7%,$25.42,0,0%,$0
22/08/2017,22/08/2017,Tuesday,30-34,Male,103001,14,0.01%,$22.32,1,7.0%,$22.32,0,0%,$0.00,1,100%,$22.32
22/08/2017,22/08/2017,Tuesday,45-49,Male,108426,13,0.01%,$19.58,1,8.0%,$19.58,0,0%,$0.00,1,100%,$19.58
22/08/2017,22/08/2017,Tuesday,30-34,Female,173912,26,0.01%,$35.54,2,8.0%,$17.77,1,4%,$35.54,1,50%,$17.77
22/08/2017,22/08/2017,Tuesday,30-34,Female,1705246,295,0.02%,$429.48,23,8.0%,$18.67,10,3%,$42.95,13,57%,$1.44
22/08/2017,22/08/2017,Tuesday,30-34,Male,404866,43,0.01%,$87.42,4,9.0%,$21.86,0,0%,$0.00,4,100%,$5.46
22/08/2017,22/08/2017,Tuesday,30-34,Male,287976,31,0.01%,$59.44,3,10.0%,$19.81,2,6%,$29.72,1,33%,$19.81
22/08/2017,22/08/2017,Tuesday,30-34,Male,181683,20,0.01%,$34.23,2,10.0%,$17.12,1,5%,$34.23,1,50%,$17.12
22/08/2017,22/08/2017,Tuesday,30-34,Female,452519,68,0.02%,$99.52,7,10.0%,$14.22,2,3%,$49.76,5,71%,$2.84
22/08/2017,22/08/2017,Tuesday,30-34,Female,524306,81,0.02%,$113.68,10,12.0%,$11.37,4,5%,$28.42,6,60%,$1.89
22/08/2017,22/08/2017,Tuesday,30-34,Female,66765,8,0.01%,$11.05,1,13.0%,$11.05,0,0%,$0.00,1,100%,$11.05
22/08/2017,22/08/2017,Tuesday,30-34,Female,596831,86,0.01%,$120.88,11,13.0%,$10.99,0,0%,$0.00,11,100%,$1.00
22/08/2017,22/08/2017,Tuesday,30-34,Female,136967,23,0.02%,$35.06,3,13.0%,$11.69,1,4%,$35.06,2,67%,$5.84
22/08/2017,22/08/2017,Tuesday,30-34,Male,240123,38,0.02%,$65.67,5,13.0%,$13.13,4,11%,$16.42,1,20%,$13.13
22/08/2017,22/08/2017,Tuesday,30-34,Male,118522,14,0.01%,$26.82,2,14.0%,$13.41,1,7%,$26.82,1,50%,$13.41
22/08/2017,22/08/2017,Tuesday,30-34,Female,390339,60,0.02%,$105.02,9,15.0%,$11.67,6,10%,$17.50,3,33%,$3.89
22/08/2017,22/08/2017,Tuesday,45-49,Male,16461,6,0.04%,$9.22,1,17.0%,$9.22,0,0%,$0.00,1,100%,$9.22
22/08/2017,22/08/2017,Tuesday,30-34,Male,53520,6,0.01%,$9.23,1,17.0%,$9.23,1,17%,$9.23,0,0%,$0
22/08/2017,22/08/2017,Tuesday,40-44,Male,86293,6,0.01%,$9.26,1,17.0%,$9.26,1,17%,$9.26,0,0%,$0
22/08/2017,22/08/2017,Tuesday,30-34,Male,64020,5,0.01%,$11.06,1,20.0%,$11.06,0,0%,$0.00,1,100%,$11.06
22/08/2017,22/08/2017,Tuesday,30-34,Female,271589,45,0.02%,$74.41,9,20.0%,$8.27,3,7%,$24.80,6,67%,$1.38
22/08/2017,22/08/2017,Tuesday,30-34,Male,105047,13,0.01%,$20.21,3,23.0%,$6.74,1,8%,$20.21,2,67%,$3.37
22/08/2017,22/08/2017,Tuesday,30-34,Female,780967,86,0.01%,$119.64,20,23.0%,$5.98,4,5%,$29.91,16,80%,$0.37
22/08/2017,22/08/2017,Tuesday,40-44,Male,12356,4,0.03%,$6.28,1,25.0%,$6.28,0,0%,$0.00,1,100%,$6.28
22/08/2017,22/08/2017,Tuesday,30-34,Female,20409,4,0.02%,$3.83,1,25.0%,$3.83,0,0%,$0.00,1,100%,$3.83
22/08/2017,22/08/2017,Tuesday,30-34,Female,15645,4,0.03%,$5.35,1,25.0%,$5.35,0,0%,$0.00,1,100%,$5.35
22/08/2017,22/08/2017,Tuesday,30-34,Male,57690,4,0.01%,$6.74,1,25.0%,$6.74,0,0%,$0.00,1,100%,$6.74
22/08/2017,22/08/2017,Tuesday,30-34,Female,119772,20,0.02%,$33.47,5,25.0%,$6.69,2,10%,$16.74,3,60%,$2.23
22/08/2017,22/08/2017,Tuesday,30-34,Male,198658,30,0.02%,$48.61,8,27.0%,$6.08,1,3%,$48.61,7,88%,$0.87
22/08/2017,22/08/2017,Tuesday,30-34,Female,442919,76,0.02%,$110.78,21,28.0%,$5.28,2,3%,$55.39,19,90%,$0.28
22/08/2017,22/08/2017,Tuesday,30-34,Male,27072,3,0.01%,$4.37,1,33.0%,$4.37,0,0%,$0.00,1,100%,$4.37
22/08/2017,22/08/2017,Tuesday,45-49,Male,10257,3,0.03%,$3.58,1,33.0%,$3.58,1,33%,$3.58,0,0%,$0
22/08/2017,22/08/2017,Tuesday,30-34,Female,27289,3,0.01%,$4.43,1,33.0%,$4.43,0,0%,$0.00,1,100%,$4.43
22/08/2017,22/08/2017,Tuesday,45-49,Male,11611,3,0.03%,$3.95,1,33.0%,$3.95,1,33%,$3.95,0,0%,$0
22/08/2017,22/08/2017,Tuesday,45-49,Male,9375,3,0.03%,$4.02,1,33.0%,$4.02,0,0%,$0.00,1,100%,$4.02
22/08/2017,22/08/2017,Tuesday,30-34,Female,13621,3,0.02%,$4.09,1,33.0%,$4.09,0,0%,$0.00,1,100%,$4.09
22/08/2017,22/08/2017,Tuesday,30-34,Male,41636,3,0.01%,$4.21,1,33.0%,$4.21,0,0%,$0.00,1,100%,$4.21
22/08/2017,22/08/2017,Tuesday,30-34,Female,24959,3,0.01%,$4.56,1,33.0%,$4.56,1,33%,$4.56,0,0%,$0
22/08/2017,22/08/2017,Tuesday,45-49,Male,138525,9,0.01%,$13.65,3,33.0%,$4.55,0,0%,$0.00,3,100%,$1.52
22/08/2017,22/08/2017,Tuesday,30-34,Female,104496,9,0.01%,$11.43,3,33.0%,$3.81,2,22%,$5.72,1,33%,$3.81
22/08/2017,22/08/2017,Tuesday,30-34,Male,124005,11,0.01%,$21.85,4,36.0%,$5.46,1,9%,$21.85,3,75%,$1.82
22/08/2017,22/08/2017,Tuesday,30-34,Male,100596,10,0.01%,$13.92,4,40.0%,$3.48,2,20%,$6.96,2,50%,$1.74
22/08/2017,22/08/2017,Tuesday,30-34,Male,23086,2,0.01%,$3.31,1,50.0%,$3.31,1,50%,$3.31,0,0%,$0
22/08/2017,22/08/2017,Tuesday,30-34,Female,21596,2,0.01%,$2.81,1,50.0%,$2.81,0,0%,$0.00,1,100%,$2.81
22/08/2017,22/08/2017,Tuesday,40-44,Male,18709,2,0.01%,$3.32,1,50.0%,$3.32,0,0%,$0.00,1,100%,$3.32
22/08/2017,22/08/2017,Tuesday,40-44,Male,3812,2,0.05%,$3.05,1,50.0%,$3.05,0,0%,$0.00,1,100%,$3.05
22/08/2017,22/08/2017,Tuesday,30-34,Female,8469,2,0.02%,$3.09,1,50.0%,$3.09,0,0%,$0.00,1,100%,$3.09
22/08/2017,22/08/2017,Tuesday,40-44,Male,2367,2,0.08%,$2.84,1,50.0%,$2.84,1,50%,$2.84,0,0%,$0
22/08/2017,22/08/2017,Tuesday,30-34,Male,29185,2,0.01%,$3.15,1,50.0%,$3.15,0,0%,$0.00,1,100%,$3.15
22/08/2017,22/08/2017,Tuesday,30-34,Female,132124,8,0.01%,$11.19,4,50.0%,$2.80,0,0%,$0.00,4,100%,$0.70
22/08/2017,22/08/2017,Tuesday,30-34,Male,12785,3,0.02%,$4.73,2,67.0%,$2.37,1,33%,$4.73,1,50%,$2.37
22/08/2017,22/08/2017,Tuesday,30-34,Male,63785,7,0.01%,$11.80,6,86.0%,$1.97,2,29%,$5.90,4,67%,$0.49
22/08/2017,22/08/2017,Tuesday,45-49,Female,7550,1,0.01%,$1.68,1,100.0%,$1.68,1,100%,$1.68,0,0%,$0
22/08/2017,22/08/2017,Tuesday,30-34,Male,15753,1,0.01%,$0.57,1,100.0%,$0.57,1,100%,$0.57,0,0%,$0
22/08/2017,22/08/2017,Tuesday,40-44,Male,3523,1,0.03%,$1.81,1,100.0%,$1.81,1,100%,$1.81,0,0%,$0
22/08/2017,22/08/2017,Tuesday,30-34,Male,7966,1,0.01%,$1.18,1,100.0%,$1.18,1,100%,$1.18,0,0%,$0
22/08/2017,22/08/2017,Tuesday,40-44,Male,2479,1,0.04%,$1.26,1,100.0%,$1.26,0,0%,$0.00,1,100%,$1.26
22/08/2017,22/08/2017,Tuesday,35-39,Male,2797,1,0.04%,$1.29,1,100.0%,$1.29,0,0%,$0.00,1,100%,$1.29
22/08/2017,22/08/2017,Tuesday,30-34,Female,8044,1,0.01%,$1.11,1,100.0%,$1.11,0,0%,$0.00,1,100%,$1.11
22/08/2017,22/08/2017,Tuesday,30-34,Female,4402,1,0.02%,$1.33,1,100.0%,$1.33,1,100%,$1.33,0,0%,$0
22/08/2017,22/08/2017,Tuesday,30-34,Female,5823,1,0.02%,$1.42,1,100.0%,$1.42,1,100%,$1.42,0,0%,$0
22/08/2017,22/08/2017,Tuesday,30-34,Male,12396,2,0.02%,$3.21,2,100.0%,$1.61,1,50%,$3.21,1,50%,$1.61
22/08/2017,22/08/2017,Tuesday,30-34,Male,15720,1,0.01%,$1.38,1,100.0%,$1.38,0,0%,$0.00,1,100%,$1.38
22/08/2017,22/08/2017,Tuesday,30-34,Male,22256,1,0.00%,$1.66,1,100.0%,$1.66,1,100%,$1.66,0,0%,$0
22/08/2017,22/08/2017,Tuesday,30-34,Male,20423,1,0.00%,$1.96,1,100.0%,$1.96,0,0%,$0.00,1,100%,$1.96
22/08/2017,22/08/2017,Tuesday,35-39,Male,6607,1,0.02%,$1.32,2,200.0%,$0.66,0,0%,$0.00,2,100%,$0.33
22/08/2017,22/08/2017,Tuesday,30-34,Male,3200,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
22/08/2017,22/08/2017,Tuesday,40-44,Male,7745,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
22/08/2017,22/08/2017,Tuesday,30-34,Male,4132,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
22/08/2017,22/08/2017,Tuesday,45-49,Male,1609,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
22/08/2017,22/08/2017,Tuesday,35-39,Male,6359,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
22/08/2017,22/08/2017,Tuesday,30-34,Female,2466,0,0.00%,$0.00,2,0.0%,$0.00,2,0%,$0.00,0,0%,$0
22/08/2017,22/08/2017,Tuesday,35-39,Female,1030,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
22/08/2017,22/08/2017,Tuesday,30-34,Male,3142,0,0.00%,$0.00,2,0.0%,$0.00,2,0%,$0.00,0,0%,$0
22/08/2017,22/08/2017,Tuesday,30-34,Male,1120,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
22/08/2017,22/08/2017,Tuesday,30-34,Male,343,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
22/08/2017,22/08/2017,Tuesday,30-34,Male,1720,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
22/08/2017,22/08/2017,Tuesday,30-34,Male,3423,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
22/08/2017,22/08/2017,Tuesday,30-34,Male,3242,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
22/08/2017,22/08/2017,Tuesday,30-34,Male,1217,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
22/08/2017,22/08/2017,Tuesday,35-39,Male,398,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
22/08/2017,22/08/2017,Tuesday,30-34,Male,246,0,0.00%,$0.00,2,0.0%,$0.00,2,0%,$0.00,0,0%,$0
22/08/2017,22/08/2017,Tuesday,30-34,Female,696,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
22/08/2017,22/08/2017,Tuesday,30-34,Male,9370,0,0.00%,$0.00,1,0.0%,$0.00,1,0%,$0.00,0,0%,$0
22/08/2017,22/08/2017,Tuesday,30-34,Female,6838,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
22/08/2017,22/08/2017,Tuesday,30-34,Female,8350,0,0.00%,$0.00,1,0.0%,$0.00,0,0%,$0.00,1,100%,$0.00
23/08/2017,23/08/2017,Wednesday,30-34,Male,223586,32,0.01%,$54.24,1,3.0%,$54.24,0,0%,$0.00,1,100%,$54.24
23/08/2017,23/08/2017,Wednesday,45-49,Male,140098,28,0.02%,$46.63,1,4.0%,$46.63,0,0%,$0.00,1,100%,$46.63
23/08/2017,23/08/2017,Wednesday,40-44,Female,85285,26,0.03%,$36.13,1,4.0%,$36.13,0,0%,$0.00,1,100%,$36.13
23/08/2017,23/08/2017,Wednesday,45-49,Female,288517,78,0.03%,$102.39,3,4.0%,$34.13,0,0%,$0.00,3,100%,$11.38
23/08/2017,23/08/2017,Wednesday,35-39,Male,782894,118,0.02%,$192.93,5,4.0%,$38.59,2,2%,$96.47,3,60%,$12.86
23/08/2017,23/08/2017,Wednesday,35-39,Male,152454,22,0.01%,$37.85,1,5.0%,$37.85,1,5%,$37.85,0,0%,$0
23/08/2017,23/08/2017,Wednesday,35-39,Male,180351,21,0.01%,$37.13,1,5.0%,$37.13,1,5%,$37.13,0,0%,$0
23/08/2017,23/08/2017,Wednesday,30-34,Female,418016,63,0.02%,$95.85,3,5.0%,$31.95,1,2%,$95.85,2,67%,$15.98
23/08/2017,23/08/2017,Wednesday,30-34,Female,149808,20,0.01%,$33.04,1,5.0%,$33.04,1,5%,$33.04,0,0%,$0
23/08/2017,23/08/2017,Wednesday,35-39,Male,392541,53,0.01%,$98.70,3,6.0%,$32.90,2,4%,$49.35,1,33%,$32.90
23/08/2017,23/08/2017,Wednesday,45-49,Female,202231,53,0.03%,$67.13,3,6.0%,$22.38,1,2%,$67.13,2,67%,$11.19
23/08/2017,23/08/2017,Wednesday,45-49,Male,157534,33,0.02%,$56.19,2,6.0%,$28.10,0,0%,$0.00,2,100%,$14.05
